Client,Address,Expiration Date,Status,Premium,VIN,State,Manufacturer,Car Model,Autonomous Software,Sensors,Computing Units,Connectivity,Power System,Braking System,Steering System,Price,Policy Channel,Year,Mileage,Accident History,Ownership,Average Annual Mileage,Annual Mileage,Repair Records,Maintenance Records,Usage,Claim Records
Ronald Herrera,"9916 Michael Spurs Apt. 276
East Kelly, NJ 18793",2024-10-02,Expired,146.0,Z053SMV6ENL3NVBH2,NJ,Audi,Audi A8 L,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,86000,In-Vehicle Infotainment System,2015,120974,3,Company Ownership,12097,"[12355, 11786, 12461, 10887, 12522, 13033, 11879, 11770, 11915, 12366]",1,18,Rental,"[{'date': datetime.date(2024, 3, 7), 'amount': 1746.79}, {'date': datetime.date(2019, 3, 23), 'amount': 1413.04}, {'date': datetime.date(2018, 3, 11), 'amount': 694.0}]"
Gary Watson,"378 Scott Manors
North Edwardchester, WA 74343",2024-10-03,Expired,117.91,8863EX88YEYURBNLG,WA,Li Auto,Li Auto L7,Li AD Max,Camera + LiDAR,NVIDIA Orin,5G Modem,Inverter,ABS Module,Electric Power Steering,50000,Agent,2020,56718,0,Personal Ownership,11343,"[11835, 10760, 10396, 12015, 11712]",3,4,Rental,"[{'date': datetime.date(2022, 4, 2), 'amount': 2761.15}]"
Joseph Wong,"11850 Richard Viaduct Apt. 148
South Natashatown, MS 75637",2024-09-08,Expired,95.49,ZD4RWG1LJDWJD47J8,MS,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,Agent,2020,52894,0,Personal Ownership,10578,"[10871, 9794, 11551, 11144, 9534]",1,8,Commercial,"[{'date': datetime.date(2023, 7, 4), 'amount': 2235.05}, {'date': datetime.date(2020, 3, 25), 'amount': 3212.83}]"
Joseph Johnson,"58224 Debra Springs Apt. 938
Allenfort, NJ 38094",2024-09-30,Expired,162.61,M9W8NNGGU2MVWM04S,NJ,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,Agent,2021,36042,0,Personal Ownership,9010,"[9424, 8189, 9281, 9148]",0,3,Commercial,"[{'date': datetime.date(2023, 11, 8), 'amount': 513.43}, {'date': datetime.date(2020, 2, 17), 'amount': 2497.5}]"
Becky Haley,"158 Sarah Plain Apt. 944
Danielton, RI 51402",2024-10-20,Expired,101.87,YHB4TG87SRFX1PHMU,RI,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,4S Stores,2023,14611,0,Personal Ownership,7305,"[7072, 7539]",0,1,Rental,"[{'date': datetime.date(2023, 7, 4), 'amount': 2156.77}]"
Susan Cruz,"6533 Nguyen Keys Suite 207
Port Williamside, LA 53991",2024-09-20,Expired,170.92000000000002,XMK95M3FGHPKEVCUR,LA,BMW,BMW i7,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,120000,Online,2016,98876,0,Company Ownership,10986,"[11914, 11157, 11224, 10569, 11511, 10996, 10064, 9757, 11684]",3,16,Personal,"[{'date': datetime.date(2024, 1, 11), 'amount': 4359.59}, {'date': datetime.date(2019, 1, 12), 'amount': 1757.45}, {'date': datetime.date(2022, 5, 4), 'amount': 3185.2}]"
Wendy Higgins,"129 Andrews Circles
West Zachary, PR 76161",2024-10-16,Expired,103.17,LZZERK1ARG4RD9FXW,PR,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,Online,2015,49961,1,Personal Ownership,4996,"[5390, 5382, 4839, 4492, 4747, 4555, 5173, 5173, 4791, 5419]",0,18,Commercial,"[{'date': datetime.date(2024, 10, 28), 'amount': 4457.93}]"
Alex Taylor II,"6820 Mariah Wells
Lake Heidi, AR 47528",2024-10-05,Expired,138.12,8S1122FC8CCHMFXZR,AR,Audi,Audi Q8 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,74000,In-Vehicle Infotainment System,2020,56948,0,Company Ownership,11389,"[10485, 11226, 10825, 11915, 12497]",2,8,Commercial,"[{'date': datetime.date(2023, 4, 8), 'amount': 3372.73}]"
Mary Rosales DDS,"PSC 8447, Box 1895
APO AA 25707",2024-09-28,Expired,121.94,HSKZKSEF10HSMCK3E,AA,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,4S Stores,2021,38212,0,Company Ownership,9553,"[9544, 10260, 8692, 9716]",2,6,Commercial,"[{'date': datetime.date(2024, 4, 29), 'amount': 4931.82}]"
Michelle Holloway,"3658 Carlson Landing Apt. 630
West Margaret, AL 87155",2024-09-18,Expired,170.48000000000002,BSS7B6FE7DRZMSHCP,AL,BMW,BMW i7,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,120000,Online,2015,134866,1,Personal Ownership,13486,"[12525, 12801, 13698, 14753, 14312, 12629, 12580, 14599, 12817, 14152]",1,18,Rental,"[{'date': datetime.date(2022, 8, 20), 'amount': 4669.43}, {'date': datetime.date(2022, 12, 16), 'amount': 1697.0}]"
James Wilson,"72996 Yolanda Overpass Apt. 760
Reginaview, NV 86158",2024-10-15,Expired,104.14,9739HNUFKR2EW5JC7,NV,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Online,2019,74113,1,Personal Ownership,12352,"[13073, 11799, 11395, 13756, 13037, 11053]",1,10,Personal,[]
Antonio Sanchez,"USNV Parker
FPO AE 65861",2024-10-21,Expired,145.15,BBCHLMW401BYP0Y5Z,AE,Audi,Audi A8 L,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,86000,In-Vehicle Infotainment System,2016,110625,3,Personal Ownership,12291,"[12741, 12727, 12114, 12059, 12025, 11091, 11768, 12815, 13285]",2,8,Personal,"[{'date': datetime.date(2020, 8, 15), 'amount': 3391.97}]"
Michelle Acosta,"78560 Cathy Avenue Apt. 044
West Toddshire, KS 54987",2024-09-21,Expired,120.78,VBTJP3HNH110JTZCY,KS,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,4S Stores,2014,136417,2,Company Ownership,12401,"[12293, 11949, 12991, 12326, 12304, 11576, 12757, 12555, 12361, 12645, 12660]",3,10,Rental,[]
Aimee Adams,"2985 Nicole Cliffs
Martinfort, DE 77654",2024-10-22,Expired,151.19,FBUN6EPYXRE704JGF,DE,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,Agent,2015,130955,0,Personal Ownership,13095,"[14037, 13169, 13266, 13159, 11712, 13240, 12066, 12290, 14574, 13442]",2,18,Rental,"[{'date': datetime.date(2021, 4, 8), 'amount': 624.43}, {'date': datetime.date(2023, 12, 18), 'amount': 4520.1}]"
James Fowler,"786 Jeremy Locks
Cindyville, VT 76432",2024-10-14,Expired,124.21000000000001,HXRN7MEZM1K1GXHAA,VT,BMW,BMW i4,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,56000,4S Stores,2023,17371,0,Personal Ownership,8685,"[9101, 8270]",0,1,Personal,"[{'date': datetime.date(2023, 3, 28), 'amount': 4307.54}]"
William Reeves,"USNV Brock
FPO AE 70938",2024-10-07,Expired,164.25,JBYU5J9R5Z1VJYLSY,AE,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,In-Vehicle Infotainment System,2017,100834,1,Company Ownership,12604,"[13232, 11553, 11635, 12732, 12895, 12437, 14041, 12309]",1,7,Personal,"[{'date': datetime.date(2023, 11, 2), 'amount': 1643.64}, {'date': datetime.date(2021, 2, 19), 'amount': 1120.34}, {'date': datetime.date(2020, 9, 18), 'amount': 2114.12}]"
Ashley Flowers,"Unit 4541 Box 9048
DPO AE 13537",2024-09-30,Expired,101.56,81ZP937ADKWB99AGH,AE,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,Online,2024,0,0,Personal Ownership,0,[0],0,0,Rental,[]
Jamie Wolfe,"410 Dillon Points Suite 278
Parkershire, MT 70619",2024-10-18,Expired,106.8,VJRASLJU76AZ93660,MT,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,4S Stores,2019,70827,1,Company Ownership,11804,"[11430, 12423, 11663, 12713, 12007, 10591]",1,10,Commercial,"[{'date': datetime.date(2020, 10, 25), 'amount': 3943.28}, {'date': datetime.date(2019, 9, 28), 'amount': 4992.99}, {'date': datetime.date(2022, 8, 27), 'amount': 3593.27}, {'date': datetime.date(2024, 10, 28), 'amount': 4047.6}]"
Matthew Baker,"964 Kelsey Alley Suite 638
Scottfurt, AZ 36229",2024-10-24,Expired,156.61,J3V53MG506XD431Y3,AZ,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,In-Vehicle Infotainment System,2021,44993,0,Personal Ownership,11248,"[11487, 10656, 10922, 11928]",0,3,Personal,"[{'date': datetime.date(2022, 11, 3), 'amount': 550.29}, {'date': datetime.date(2024, 1, 21), 'amount': 1317.31}]"
Andre Coleman,"Unit 3254 Box 6399
DPO AA 69174",2024-10-17,Expired,102.75,B0F8VKE0AHY4ZPN1W,AA,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,4S Stores,2019,43742,0,Personal Ownership,7290,"[6918, 7097, 7335, 7868, 7918, 6606]",3,10,Commercial,[]
Jordan Bailey,"68259 Rodgers Rest Suite 255
South David, MH 56380",2024-10-17,Expired,146.12,KHKC5KAK8B7UJ2D1Z,MH,BMW,BMW iX,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,83000,In-Vehicle Infotainment System,2018,74343,1,Personal Ownership,10620,"[11187, 10252, 10571, 10502, 11469, 11161, 9201]",0,12,Rental,[]
Jeremiah Miller,"67237 Galloway Curve
Clarkfort, IN 42365",2024-10-04,Expired,95.3,D256FTBTT3CD3N74S,IN,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,4S Stores,2017,94802,1,Company Ownership,11850,"[12289, 11531, 11704, 12758, 11327, 10843, 12538, 11812]",1,7,Rental,"[{'date': datetime.date(2018, 5, 18), 'amount': 3834.69}]"
Dustin Perry,"PSC 6854, Box 5567
APO AA 19490",2024-09-13,Expired,138.21,PSK9A1UCYN3EFZ7Y6,AA,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2019,64333,0,Company Ownership,10722,"[10070, 11499, 11696, 10630, 9642, 10796]",1,5,Commercial,[]
Brian Sparks,"0131 Christine Meadow Suite 007
Tylerborough, MO 05595",2024-10-13,Expired,147.70999999999998,802YD0NHD5N2CHJP9,MO,Audi,Audi A8 L,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,86000,4S Stores,2024,0,0,Company Ownership,0,[0],0,0,Personal,"[{'date': datetime.date(2023, 8, 7), 'amount': 4737.05}, {'date': datetime.date(2024, 10, 10), 'amount': 3689.19}]"
Taylor Gray,"4337 Jennifer Plaza
Kimberlyhaven, TN 04625",2024-10-17,Expired,159.01999999999998,SCFGV9VFR9XRCL3LL,TN,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,Agent,2016,103591,2,Personal Ownership,11510,"[10832, 12700, 10487, 12463, 11747, 10513, 12219, 10991, 11639]",1,8,Personal,[]
Jessica Robinson,"056 Torres Forks Suite 681
West Meganshire, OK 98269",2024-09-27,Expired,111.89,KAHDMG3Y6UU9E0H5B,OK,Tesla,Tesla Cybertruck,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39900,In-Vehicle Infotainment System,2017,97619,0,Company Ownership,12202,"[12166, 11750, 11560, 13288, 11261, 13372, 11344, 12878]",1,14,Commercial,[]
Dawn Cole,"408 Cardenas Pines Apt. 118
Duncanport, GA 45572",2024-10-14,Expired,139.17000000000002,5YT78JDGBH3VAVYP8,GA,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Online,2024,0,0,Company Ownership,0,[0],0,0,Rental,"[{'date': datetime.date(2022, 3, 17), 'amount': 1332.29}, {'date': datetime.date(2023, 4, 26), 'amount': 1920.18}, {'date': datetime.date(2024, 10, 28), 'amount': 4157.73}, {'date': datetime.date(2022, 8, 9), 'amount': 2024.74}]"
Katie Edwards,"879 Oscar Harbor
Josephview, GA 92654",2024-09-26,Expired,111.1,CRRXZMKE80VVF45V8,GA,Tesla,Tesla Model 3,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39990,In-Vehicle Infotainment System,2018,80479,1,Company Ownership,11497,"[12034, 12299, 10812, 10256, 10702, 11532, 12844]",1,12,Rental,"[{'date': datetime.date(2015, 2, 14), 'amount': 2880.37}, {'date': datetime.date(2024, 5, 13), 'amount': 3538.57}]"
Lacey Garcia,"PSC 1602, Box 9943
APO AA 67112",2024-10-21,Expired,103.05,BCHDCM6G7V8KMM0AC,AA,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,In-Vehicle Infotainment System,2019,66191,0,Personal Ownership,11031,"[10103, 10753, 12264, 10032, 10613, 12426]",4,5,Rental,"[{'date': datetime.date(2022, 2, 13), 'amount': 3808.46}, {'date': datetime.date(2024, 10, 28), 'amount': 2313.19}]"
Angela Bush,"41605 Krause Way
Rachelberg, GA 75480",2024-09-19,Expired,130.42000000000002,HB2YYYVE606MFCC0C,GA,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,Online,2016,99204,0,Company Ownership,11022,"[11015, 12034, 11031, 11436, 11402, 10473, 10929, 10936, 9948]",1,8,Personal,"[{'date': datetime.date(2024, 2, 21), 'amount': 2852.93}]"
Jordan Garcia,"6913 Harding Stream
Romanberg, UT 81910",2024-09-17,Expired,138.13,UKPV3XHEL1LVEWU11,UT,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2024,0,0,Personal Ownership,0,[0],0,0,Commercial,[]
Stephen Singh,"780 Suzanne Hollow Suite 370
West Sarah, IA 78985",2024-10-18,Expired,106.37,4AA9GX1EUKBPG8PB8,IA,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,Online,2024,0,0,Personal Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2022, 4, 8), 'amount': 3423.71}, {'date': datetime.date(2023, 6, 25), 'amount': 4649.28}]"
Jay Moore,"2298 Luis Valleys Apt. 050
East Christina, HI 58539",2024-10-17,Expired,105.48,5GXTC7SEDXPG4F986,HI,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Online,2023,14378,0,Company Ownership,7189,"[6984, 7394]",0,2,Personal,"[{'date': datetime.date(2024, 2, 17), 'amount': 3003.16}]"
James Gonzales,"024 Ramirez Glen
Jamesview, DC 47051",2024-10-03,Expired,158.06,59KWHE4EAZGGAD9PZ,DC,Mercedes-Benz,Mercedes-Benz EQS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,102000,4S Stores,2017,96256,0,Personal Ownership,12032,"[12610, 12138, 12157, 12843, 12607, 10393, 11149, 12359]",0,7,Rental,"[{'date': datetime.date(2022, 12, 16), 'amount': 2632.72}]"
Jeffrey Randall,"541 Porter Meadows Apt. 542
West Felicia, GA 71197",2024-10-18,Expired,129.99,TX43YN6JW1GFKSR5C,GA,BMW,BMW X5 xDrive45e,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,65000,4S Stores,2018,88713,1,Company Ownership,12673,"[12126, 12265, 13718, 12180, 13413, 11359, 13652]",1,12,Rental,"[{'date': datetime.date(2018, 4, 4), 'amount': 4531.75}]"
Justin Liu,"446 Jorge Street
South Trevorfort, MT 07274",2024-10-20,Expired,101.72,34CFVZB3RVJ28J8Y1,MT,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,4S Stores,2021,40843,0,Company Ownership,10210,"[9404, 10799, 9705, 10935]",1,3,Personal,"[{'date': datetime.date(2018, 8, 12), 'amount': 1757.48}]"
Mario Shah,"225 Wyatt Wall Apt. 776
Kevinport, AZ 19572",2024-09-12,Expired,145.76999999999998,JB4HRFTRF9JHLBFWB,AZ,BMW,BMW iX,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,83000,Online,2022,27449,0,Personal Ownership,9149,"[8864, 9619, 8966]",0,2,Personal,"[{'date': datetime.date(2016, 3, 2), 'amount': 4943.42}, {'date': datetime.date(2018, 6, 10), 'amount': 2898.41}, {'date': datetime.date(2023, 12, 15), 'amount': 1801.26}]"
Karen Harvey,"32971 Brandon Hills Suite 451
Lake Robert, AK 79805",2024-10-09,Expired,105.1,FZ5HAAJ9B6X3KN09R,AK,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,4S Stores,2020,57819,0,Company Ownership,11563,"[12449, 11261, 11954, 12080, 10075]",2,8,Rental,"[{'date': datetime.date(2024, 1, 21), 'amount': 3990.83}]"
Kevin Ward,"Unit 0738 Box 0510
DPO AE 70104",2024-09-09,Expired,101.84,4D6XRWFFXG6GTTZM2,AE,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,Online,2020,48000,0,Personal Ownership,9600,"[9580, 9506, 9731, 9043, 10140]",1,4,Personal,"[{'date': datetime.date(2024, 10, 21), 'amount': 3891.58}, {'date': datetime.date(2019, 5, 25), 'amount': 1405.81}, {'date': datetime.date(2022, 11, 24), 'amount': 1592.09}]"
Jenna Lam,"89809 Kenneth Squares Apt. 786
South Craigchester, OH 18301",2024-09-18,Expired,140.91,XYSPK7CW9W2SKDVGK,OH,Tesla,Tesla Model S,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,79990,4S Stores,2016,97186,1,Personal Ownership,10798,"[10542, 11097, 10673, 9991, 10745, 10489, 12130, 10675, 10844]",2,16,Commercial,"[{'date': datetime.date(2024, 10, 4), 'amount': 3074.71}]"
Paula Green,"107 Hunt Manors Apt. 211
New Deborah, HI 22214",2024-10-24,Expired,102.21000000000001,STRVHYK92SLEH844A,HI,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,Online,2022,24480,0,Company Ownership,8160,"[7751, 8256, 8473]",0,4,Personal,"[{'date': datetime.date(2024, 3, 21), 'amount': 3531.74}, {'date': datetime.date(2024, 4, 26), 'amount': 3879.89}]"
Jasmine Huang,"44115 Philip Creek
North Johnathan, MT 57840",2024-09-23,Expired,106.28,FZL9YSW0BJVEXNEPT,MT,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,Agent,2019,73512,0,Company Ownership,12252,"[11356, 13308, 11494, 11407, 11969, 13978]",0,5,Commercial,"[{'date': datetime.date(2023, 12, 10), 'amount': 1419.74}, {'date': datetime.date(2017, 8, 19), 'amount': 2365.18}, {'date': datetime.date(2024, 3, 1), 'amount': 4539.93}]"
Kyle Adams,"92274 Holmes Park
Matthewmouth, AL 49864",2024-10-06,Expired,165.32999999999998,ZKJKD233S685W6G14,AL,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,Online,2020,9323,0,Company Ownership,1864,"[1740, 2072, 1766, 1696, 2049]",1,8,Rental,"[{'date': datetime.date(2024, 1, 7), 'amount': 2476.97}, {'date': datetime.date(2022, 7, 12), 'amount': 3177.44}, {'date': datetime.date(2024, 3, 25), 'amount': 1824.2}, {'date': datetime.date(2023, 11, 26), 'amount': 2062.82}]"
Andre Bates DDS,"476 Denise Fields Suite 392
Lake Natalie, KS 42417",2024-09-15,Expired,110.56,BX515LS4HWY0U7YB7,KS,Tesla,Tesla Model 3,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39990,Online,2019,67132,0,Company Ownership,11188,"[10556, 11586, 11057, 11310, 11322, 11301]",2,10,Personal,"[{'date': datetime.date(2024, 7, 2), 'amount': 3887.88}, {'date': datetime.date(2015, 3, 11), 'amount': 894.36}]"
Sara Schwartz,"4218 Kimberly Ridges
West Jamesview, VA 01150",2024-09-13,Expired,111.13,G08P76KN5ERZC7PVX,VA,Tesla,Tesla Cybertruck,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39900,Online,2024,0,0,Personal Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2021, 8, 21), 'amount': 4129.62}, {'date': datetime.date(2022, 6, 15), 'amount': 3368.96}, {'date': datetime.date(2022, 8, 21), 'amount': 1308.57}, {'date': datetime.date(2022, 7, 6), 'amount': 4928.9}]"
Elizabeth Clark,"7970 Tanya Square
Kelleyfort, ID 52730",2024-10-17,Expired,130.6,BC8P8UESF4NU3JLR3,ID,Audi,Audi e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,66000,Online,2016,116864,1,Company Ownership,12984,"[12494, 13440, 12569, 13810, 12557, 11716, 12130, 14167, 13981]",2,8,Commercial,"[{'date': datetime.date(2021, 5, 24), 'amount': 1935.24}]"
Emily Odonnell,"550 Becker Landing
Port Aliceshire, WY 20079",2024-10-05,Expired,103.68,BLDYXLSX54VB60TJ9,WY,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,In-Vehicle Infotainment System,2018,84195,1,Personal Ownership,12027,"[12004, 12456, 11932, 12032, 12351, 11342, 12078]",2,6,Commercial,"[{'date': datetime.date(2017, 6, 8), 'amount': 2594.35}, {'date': datetime.date(2017, 5, 15), 'amount': 1204.3}]"
Maria Sullivan,"768 Martinez Greens
Cherylberg, NJ 13174",2024-10-21,Expired,145.44,ZKHW8GHPZNE78BYY3,NJ,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,Agent,2020,51018,0,Company Ownership,10203,"[10621, 10221, 11031, 8909, 10236]",3,8,Commercial,"[{'date': datetime.date(2024, 10, 28), 'amount': 991.59}, {'date': datetime.date(2024, 8, 31), 'amount': 2793.71}]"
Michelle Ruiz DVM,"1566 Kristen Light Apt. 478
West Autumn, PR 75225",2024-09-22,Expired,116.50999999999999,XCG43BNHJT3KCP4K1,PR,XPeng,XPeng G9,XPilot,LiDAR,Xavier AI Chip,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,46000,Online,2023,14120,0,Personal Ownership,7060,"[7699, 6421]",0,1,Personal,"[{'date': datetime.date(2022, 2, 6), 'amount': 840.76}]"
Brandon Faulkner,"USS Thompson
FPO AA 77281",2024-09-23,Expired,137.76,AX8L2Z5M4U2LLSD8L,AA,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2020,51322,1,Company Ownership,10264,"[9503, 9940, 11166, 11163, 9550]",1,4,Commercial,"[{'date': datetime.date(2019, 2, 7), 'amount': 4065.8}, {'date': datetime.date(2022, 7, 7), 'amount': 1723.09}]"
Nicholas Ward,"9418 Melissa Cape
Stonehaven, MI 96715",2024-10-04,Expired,123.08,HMRBS6EPAJWUK4EZ6,MI,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,In-Vehicle Infotainment System,2023,14252,0,Company Ownership,7126,"[6880, 7372]",0,2,Commercial,"[{'date': datetime.date(2024, 5, 1), 'amount': 1357.3}, {'date': datetime.date(2020, 6, 10), 'amount': 3470.78}]"
